ID_Point;Latitude;Longitude;Name;Description;Rich;sub9;Name_fish;Year_sampling;LUyear0.sub9;sub9_groups;LUyear0.mont;mont_groups;Duration_70;Duration_50;Duration_50_groups;Duration_30;NanosLU
P0276;-11.935457;-61.468521;RO74;Fish_Amazonia_RO;17;102;P0276;2018;75.27787179;alto;95.13274336;alto;22;30;old;33;33
P0277;-11.870273;-61.426755;RO75;Fish_Amazonia_RO;22;102;P0277;2018;75.27787179;alto;95.15169542;alto;22;30;old;33;33
P0272;-11.831469;-61.402675;RO70;Fish_Amazonia_RO;12;102;P0272;2018;75.27787179;alto;96.90446904;alto;22;30;old;33;33
P0559;-23.21651;-54.02581;AM14;Fish_Cerrado_MS;14;25;P0559;2000;75.97000097;alto;89.36;alto;15;15;recent;15;15
P0553;-23.07698;-54.15405;AM8;Fish_Cerrado_MS;5;25;P0553;2000;75.97000097;alto;98.58;alto;15;15;recent;15;15
P0766;-22.057222;-55.498028;Pt97;fish_Cerrado_MS3;3;122;P0766;2016;79.31890226;alto;77.50439367;alto;31;31;old;31;31
P0713;-22.157444;-55.57175;Pt40;fish_Cerrado_MS3;6;122;P0713;2016;79.31890226;alto;91.86851211;alto;31;31;old;31;31
P1297;-22.152586;-47.604796;Corumbatai_17;Fish_MAtlantica_SP2;1;23;P1297;2005;79.37823237;alto;40.18;baixo;20;20;old;20;20
P1294;-22.155779;-47.632514;Corumbatai_14;Fish_MAtlantica_SP2;5;23;P1294;2005;79.37823237;alto;51.5;alto;20;20;old;20;20
P1351;-22.177084;-47.584621;Corumbatai_71;Fish_MAtlantica_SP2;10;23;P1351;2005;79.37823237;alto;55.64;alto;20;20;old;20;20
P1292;-22.113722;-47.702513;Corumbatai_12;Fish_MAtlantica_SP2;6;23;P1292;2005;79.37823237;alto;57.31;alto;20;20;old;20;20
P1299;-22.164807;-47.705786;Corumbatai_19;Fish_MAtlantica_SP2;4;23;P1299;2005;79.37823237;alto;60.64;alto;20;20;old;20;20
P1298;-22.148003;-47.614238;Corumbatai_18;Fish_MAtlantica_SP2;2;23;P1298;2005;79.37823237;alto;74.84;alto;20;20;old;20;20
P1343;-22.191033;-47.608316;Corumbatai_63;Fish_MAtlantica_SP2;4;23;P1343;2005;79.37823237;alto;75.46;alto;20;20;old;20;20
P1289;-22.134517;-47.728228;Corumbatai_09;Fish_MAtlantica_SP2;4;23;P1289;2005;79.37823237;alto;77.22;alto;20;20;old;20;20
P1349;-22.195219;-47.59549;Corumbatai_69;Fish_MAtlantica_SP2;4;23;P1349;2005;79.37823237;alto;79.24;alto;20;20;old;20;20
P1348;-22.195299;-47.575716;Corumbatai_68;Fish_MAtlantica_SP2;3;23;P1348;2005;79.37823237;alto;80.58;alto;20;20;old;20;20
P1352;-22.182587;-47.581988;Corumbatai_72;Fish_MAtlantica_SP2;4;23;P1352;2005;79.37823237;alto;81.13;alto;20;20;old;20;20
P1346;-22.286253;-47.621963;Corumbatai_66;Fish_MAtlantica_SP2;4;23;P1346;2005;79.37823237;alto;81.68;alto;20;20;old;20;20
P1347;-22.276063;-47.577319;Corumbatai_67;Fish_MAtlantica_SP2;10;23;P1347;2005;79.37823237;alto;91.46;alto;20;20;old;20;20
P1295;-22.138027;-47.705545;Corumbatai_15;Fish_MAtlantica_SP2;3;23;P1295;2005;79.37823237;alto;93.42;alto;20;20;old;20;20
P1350;-22.214797;-47.608697;Corumbatai_70;Fish_MAtlantica_SP2;11;23;P1350;2005;79.37823237;alto;95.89;alto;20;20;old;20;20
P0793;-23.133333;-53.876111;Pt125;fish_Cerrado_MS3;12;26;P0793;2016;79.71042023;alto;88.86994705;alto;31;31;old;31;31
P0786;-23.041639;-54.024056;Pt118;fish_Cerrado_MS3;11;26;P0786;2016;79.71042023;alto;92.05823958;alto;31;31;old;31;31
P0751;-22.994778;-54.184472;Pt82;fish_Cerrado_MS3;16;26;P0751;2016;79.71042023;alto;94.69693048;alto;31;31;old;31;31
P0685;-22.872222;-54.076222;Pt12;fish_Cerrado_MS3;12;26;P0685;2016;79.71042023;alto;96.85774842;alto;31;31;old;31;31
P0752;-22.782806;-54.199944;Pt83;fish_Cerrado_MS3;2;26;P0752;2016;79.71042023;alto;100;alto;31;31;old;31;31
P0610;-22.17139;-56.19987;APA1;Fish_Cerrado_MS2;5;57;P0610;2000;79.85348978;alto;84.62;alto;15;15;recent;15;15
P0647;-22.19158;-56.08481;APA39;Fish_Cerrado_MS2;7;57;P0647;2000;79.85348978;alto;89.86;alto;15;15;recent;15;15
P0614;-22.14518;-56.30818;APA5;Fish_Cerrado_MS2;7;57;P0614;2000;79.85348978;alto;91.46;alto;15;15;recent;15;15
P0758;-21.491472;-54.589306;Pt89;fish_Cerrado_MS3;11;47;P0758;2016;81.1395724;alto;81.95345002;alto;31;31;old;31;31
P0700;-21.618944;-54.630778;Pt27;fish_Cerrado_MS3;8;47;P0700;2016;81.1395724;alto;83.41176471;alto;31;31;old;31;31
P0676;-21.539083;-54.557167;Pt3;fish_Cerrado_MS3;12;47;P0676;2016;81.1395724;alto;92.57765228;alto;31;31;old;31;31
P0750;-22.749417;-54.028389;Pt81;fish_Cerrado_MS3;8;28;P0750;2016;81.24484571;alto;80.12199498;alto;31;31;old;31;31
P0787;-22.763194;-53.969833;Pt119;fish_Cerrado_MS3;5;28;P0787;2016;81.24484571;alto;97.18726869;alto;31;31;old;31;31
P0784;-21.893333;-54.343778;Pt115;fish_Cerrado_MS3;7;45;P0784;2016;81.36383493;alto;89.53611663;alto;31;31;old;31;31
P0730;-21.871722;-54.446889;Pt58;fish_Cerrado_MS3;9;45;P0730;2016;81.36383493;alto;91.49223498;alto;31;31;old;31;31
P0444;-18.971853;-49.698615;SS0053;Fish_Cerrado_MG;2;76;P0444;2011;82.26111428;alto;84.47959652;alto;26;26;old;26;26
P0455;-18.983432;-49.775918;SS0149;Fish_Cerrado_MG;12;76;P0455;2011;82.26111428;alto;85.44528446;alto;26;26;old;26;26
P0461;-18.952621;-49.784595;SS0213;Fish_Cerrado_MG;11;76;P0461;2011;82.26111428;alto;87.6172285;alto;26;26;old;26;26
P0675;-21.56575;-54.485083;Pt2;fish_Cerrado_MS3;4;46;P0675;2016;82.28640524;alto;80.76601184;alto;31;31;old;31;31
P0674;-21.657333;-54.424944;Pt1;fish_Cerrado_MS3;16;46;P0674;2016;82.28640524;alto;86.07410054;alto;31;31;old;31;31
P1200;-20.458917;-50.242583;015IBISJD;Fish_MAtlantica_SP;4;68;P1200;2005;82.5739294;alto;92.66;alto;20;20;old;20;20
P1201;-20.444222;-50.263278;016IBISJD;Fish_MAtlantica_SP;16;68;P1201;2005;82.5739294;alto;93.21;alto;20;20;old;20;20
P1206;-20.528222;-50.320833;021IBISJD;Fish_MAtlantica_SP;13;68;P1206;2005;82.5739294;alto;94.37;alto;20;20;old;20;20
P0262;-11.593197;-61.872206;RO60;Fish_Amazonia_RO;14;103;P0262;2018;83.0403235;alto;62.72306675;alto;20;26;old;33;33
P0261;-11.469437;-61.797183;RO59;Fish_Amazonia_RO;25;103;P0261;2018;83.0403235;alto;91.22807018;alto;20;26;old;33;33
P0441;-18.96551;-50.049389;SS0038;Fish_Cerrado_MG;15;77;P0441;2011;83.30518374;alto;80.40418259;alto;26;26;old;26;26
P0450;-18.837748;-50.006148;SS0105;Fish_Cerrado_MG;13;77;P0450;2011;83.30518374;alto;86.88924037;alto;26;26;old;26;26
P0445;-18.978665;-49.911258;SS0057;Fish_Cerrado_MG;5;77;P0445;2011;83.30518374;alto;93.45193971;alto;26;26;old;26;26
P0744;-22.095778;-55.269361;Pt75;fish_Cerrado_MS3;9;62;P0744;2016;83.3052492;alto;70.72525684;alto;23;31;old;31;31
P0720;-22.006639;-53.551806;Pt48;fish_Cerrado_MS3;18;62;P0720;2016;83.3052492;alto;92.65306122;alto;23;31;old;31;31
P0804;-21.94183;-55.70272;Cab01;fish_Cerrado_MS3;9;54;P0804;2016;83.80209928;alto;87.09204647;alto;31;31;old;31;31
P0811;-22.100479;-54.649977;LD3;fish_Cerrado_MS3;13;54;P0811;2016;83.80209928;alto;90.3291345;alto;31;31;old;31;31
P0731;-22.504472;-55.3135;Pt62;fish_Cerrado_MS3;5;36;P0731;2013;84.2075077;alto;86.05509395;alto;28;28;old;28;28
P0824;-22.483465;-55.242073;Douradinho;fish_Cerrado_MS3;10;36;P0824;2016;84.3006976;alto;85.53013371;alto;31;31;old;31;31
P0407;-18.881865;-47.124201;NP0112;Fish_Cerrado_MG;2;84;P0407;2011;84.44412314;alto;82.31368187;alto;26;26;old;26;26
P0410;-18.934025;-47.062978;NP0139;Fish_Cerrado_MG;7;84;P0410;2011;84.44412314;alto;82.54668191;alto;26;26;old;26;26
P0419;-18.932137;-47.116739;NP0368;Fish_Cerrado_MG;8;84;P0419;2011;84.44412314;alto;92.13585594;alto;26;26;old;26;26
P0555;-22.77628;-54.99106;AM10;Fish_Cerrado_MS;8;32;P0555;2000;84.62286802;alto;81.71;alto;15;15;recent;15;15
P0561;-22.84408;-54.82436;AM16;Fish_Cerrado_MS;9;32;P0561;2000;84.62286802;alto;97.73;alto;15;15;recent;15;15
P1192;-20.625444;-49.892611;007IBISJD;Fish_MAtlantica_SP;11;67;P1192;2005;84.66817873;alto;83.56;alto;20;20;old;20;20
P1199;-20.475722;-49.886972;014IBISJD;Fish_MAtlantica_SP;8;67;P1199;2005;84.66817873;alto;86.92;alto;20;20;old;20;20
P1193;-20.612889;-49.96825;008IBISJD;Fish_MAtlantica_SP;13;67;P1193;2005;84.66817873;alto;90.08;alto;20;20;old;20;20
P1194;-20.542056;-49.935306;009IBISJD;Fish_MAtlantica_SP;8;67;P1194;2005;84.66817873;alto;92.46;alto;20;20;old;20;20
P0754;-22.433972;-55.064361;Pt85;fish_Cerrado_MS3;6;37;P0754;2016;84.77239035;alto;86.35658298;alto;31;31;old;31;31
P0755;-22.436722;-55.093861;Pt86;fish_Cerrado_MS3;6;37;P0755;2016;84.77239035;alto;86.44122329;alto;31;31;old;31;31
P0756;-22.596028;-55.600556;Pt87;fish_Cerrado_MS3;2;35;P0756;2016;84.77387042;alto;68.6882004;alto;31;31;old;31;31
P0821;-22.557378;-55.623394;Carambola;fish_Cerrado_MS3;9;35;P0821;2016;84.77387042;alto;90.69972025;alto;31;31;old;31;31
P0693;-22.523583;-55.466;Pt20;fish_Cerrado_MS3;2;35;P0693;2016;84.77387042;alto;95.79238329;alto;31;31;old;31;31
P0575;-23.1687;-55.34413;AM31;Fish_Cerrado_MS;1;34;P0575;2000;85.02363134;alto;89.84;alto;15;15;recent;15;15
P0548;-23.05401;-55.58702;AM3;Fish_Cerrado_MS;9;34;P0548;2000;85.02363134;alto;97.59;alto;15;15;recent;15;15
P0547;-22.94919;-55.59873;AM2;Fish_Cerrado_MS;3;34;P0547;2000;85.02363134;alto;98.52;alto;15;15;recent;15;15
P0573;-23.17932;-55.53846;AM29;Fish_Cerrado_MS;2;34;P0573;2000;85.02363134;alto;100;alto;15;15;recent;15;15
P0574;-23.2406;-55.53552;AM30;Fish_Cerrado_MS;2;34;P0574;2000;85.02363134;alto;100;alto;15;15;recent;15;15
P0714;-21.766028;-55.568667;Pt42;fish_Cerrado_MS3;2;53;P0714;2016;86.03823019;alto;85.58239429;alto;31;31;old;31;31
P0805;-21.80758;-55.65744;Cab10;fish_Cerrado_MS3;10;53;P0805;2016;86.03823019;alto;94.36040865;alto;31;31;old;31;31
P0215;-11.030736;-61.911585;RO13;Fish_Amazonia_RO;26;104;P0215;2018;86.26398906;alto;80.33948677;alto;25;33;old;33;33
P0254;-11.015002;-61.992865;RO52;Fish_Amazonia_RO;22;104;P0254;2018;86.26398906;alto;90.2952381;alto;25;33;old;33;33
P0255;-11.057503;-61.979465;RO53;Fish_Amazonia_RO;19;104;P0255;2018;86.26398906;alto;92.22856513;alto;25;33;old;33;33
P0256;-11.092017;-61.977586;RO54;Fish_Amazonia_RO;20;104;P0256;2018;86.26398906;alto;96.44713508;alto;25;33;old;33;33
P0218;-9.421498;-61.821973;RO16;Fish_Amazonia_RO;20;104;P0218;2018;86.26398906;alto;100;alto;25;33;old;33;33
P0527;-19.753246;-47.792154;VG0210;Fish_Cerrado_MG;11;80;P0527;2011;86.45351689;alto;76.35765804;alto;26;26;old;26;26
P0513;-19.833332;-47.669734;VG0022;Fish_Cerrado_MG;3;80;P0513;2011;86.45351689;alto;81.06060606;alto;26;26;old;26;26
P0536;-19.785872;-47.786184;VG0418;Fish_Cerrado_MG;7;80;P0536;2011;86.45351689;alto;85.29123358;alto;26;26;old;26;26
P0518;-19.855153;-47.818215;VG0109;Fish_Cerrado_MG;4;80;P0518;2011;86.45351689;alto;91.67533819;alto;26;26;old;26;26
P0514;-19.751954;-47.820348;VG0034;Fish_Cerrado_MG;5;80;P0514;2011;86.45351689;alto;95.46005892;alto;26;26;old;26;26
P0511;-19.788006;-47.722379;VG0018;Fish_Cerrado_MG;2;80;P0511;2011;86.45351689;alto;96.30492676;alto;26;26;old;26;26
P0424;-19.312146;-47.523249;NP15048;Fish_Cerrado_MG;3;81;P0424;2011;86.92112078;alto;89.48862778;alto;26;26;old;26;26
P0391;-19.306411;-47.542821;NP0008;Fish_Cerrado_MG;5;81;P0391;2011;86.92112078;alto;89.54459414;alto;26;26;old;26;26
P0413;-19.266275;-47.513836;NP0192;Fish_Cerrado_MG;3;81;P0413;2011;86.92112078;alto;90.17275266;alto;26;26;old;26;26
P0425;-19.274624;-47.578219;NP1524;Fish_Cerrado_MG;3;81;P0425;2011;86.92112078;alto;93.3972741;alto;26;26;old;26;26
P0562;-22.80231;-54.54893;AM17;Fish_Cerrado_MS;8;27;P0562;2000;86.95598967;alto;86.61;alto;15;15;recent;15;15
P0580;-22.92585;-54.50236;AM36;Fish_Cerrado_MS;5;27;P0580;2000;86.95598967;alto;90.81;alto;15;15;recent;15;15
P0595;-22.78275;-54.53992;AM51;Fish_Cerrado_MS;4;27;P0595;2000;86.95598967;alto;92.37;alto;15;15;recent;15;15
P0593;-22.86617;-54.58963;AM49;Fish_Cerrado_MS;5;27;P0593;2000;86.95598967;alto;95.82;alto;15;15;recent;15;15
P0564;-23.0429;-54.51001;AM19;Fish_Cerrado_MS;6;27;P0564;2000;86.95598967;alto;96.45;alto;15;15;recent;15;15
P0780;-21.329028;-55.329028;Pt111;fish_Cerrado_MS3;6;50;P0780;2016;87.47747629;alto;65.07747318;alto;31;31;old;31;31
P0717;-21.303694;-55.436667;Pt45;fish_Cerrado_MS3;11;50;P0717;2016;87.47747629;alto;89.29928561;alto;31;31;old;31;31
P0807;-21.25867;-55.53669;Cab15;fish_Cerrado_MS3;7;50;P0807;2016;87.47747629;alto;89.54621849;alto;31;31;old;31;31
P0718;-21.216028;-55.416278;Pt46;fish_Cerrado_MS3;11;50;P0718;2016;87.47747629;alto;93.99339934;alto;31;31;old;31;31
P1257;-20.325389;-49.399944;072TUG;Fish_MAtlantica_SP;7;75;P1257;2005;87.70185126;alto;92.44;alto;20;20;old;20;20
P1249;-20.195806;-49.416111;064TUG;Fish_MAtlantica_SP;2;75;P1249;2005;87.70185126;alto;94.2;alto;20;20;old;20;20
P1251;-20.151861;-49.556694;066TUG;Fish_MAtlantica_SP;15;75;P1251;2005;87.70185126;alto;94.53;alto;20;20;old;20;20
P1258;-20.384667;-49.400444;073TUG;Fish_MAtlantica_SP;14;75;P1258;2005;87.70185126;alto;94.99;alto;20;20;old;20;20
P1252;-20.207194;-49.546917;067TUG;Fish_MAtlantica_SP;14;75;P1252;2005;87.70185126;alto;95.82;alto;20;20;old;20;20
P1256;-20.286861;-49.531667;071TUG;Fish_MAtlantica_SP;1;75;P1256;2005;87.70185126;alto;100;alto;20;20;old;20;20
P0690;-22.311306;-53.952056;Pt17;fish_Cerrado_MS3;9;42;P0690;2016;87.80942046;alto;96.62693206;alto;31;31;old;31;31
P0849;-22.381333;-53.889722;Cor_Rosario;fish_Cerrado_MS3;9;42;P0849;2016;87.80942046;alto;97.30642724;alto;31;31;old;31;31
P0747;-22.351472;-53.930222;Pt78;fish_Cerrado_MS3;25;42;P0747;2016;87.80942046;alto;99.20535341;alto;31;31;old;31;31
P0837;-22.210763;-54.913785;Curral_4;fish_Cerrado_MS3;6;38;P0837;2016;87.84545099;alto;80.9060277;alto;31;31;old;31;31
P0872;-22.35417;-54.940721;Madeira;fish_Cerrado_MS3;25;38;P0872;2016;87.84545099;alto;83.88241257;alto;31;31;old;31;31
P0836;-22.220884;-54.918114;Curral_2;fish_Cerrado_MS3;3;38;P0836;2016;87.84545099;alto;88.01705084;alto;31;31;old;31;31
P0835;-22.204921;-54.881643;Curral_1;fish_Cerrado_MS3;11;38;P0835;2016;87.84545099;alto;88.21119709;alto;31;31;old;31;31
P0844;-22.312387;-54.842315;Curral_15;fish_Cerrado_MS3;5;38;P0844;2016;87.84545099;alto;92.21539072;alto;31;31;old;31;31
P0819;-22.25629;-54.86129;3tubos;fish_Cerrado_MS3;11;38;P0819;2016;87.84545099;alto;93.95538223;alto;31;31;old;31;31
P1204;-20.376389;-50.450917;019IBISJD;Fish_MAtlantica_SP;3;70;P1204;2005;88.17948549;alto;92.71;alto;20;20;old;20;20
P1203;-20.314361;-50.384667;018IBISJD;Fish_MAtlantica_SP;9;70;P1203;2005;88.17948549;alto;96.07;alto;20;20;old;20;20
P0748;-22.561361;-53.983342;Pt79;fish_Cerrado_MS3;4;29;P0748;2016;88.53951465;alto;87.10368535;alto;29;31;old;31;31
P0802;-22.602833;-53.9385;G6;fish_Cerrado_MS3;25;29;P0802;2016;88.53951465;alto;87.67556624;alto;29;31;old;31;31
P0683;-22.6125;-54.036028;Pt10;fish_Cerrado_MS3;12;29;P0683;2016;88.53951465;alto;93.69344866;alto;29;31;old;31;31
P0682;-22.153139;-54.939556;Pt9;fish_Cerrado_MS3;5;40;P0682;2016;88.70596504;alto;83.67389275;alto;31;31;old;31;31
P0832;-21.941386;-54.84665;CorCarumbezinho;fish_Cerrado_MS3;5;40;P0832;2016;88.70596504;alto;95.89145864;alto;31;31;old;31;31
P0578;-23.04425;-55.1143;AM34;Fish_Cerrado_MS;8;33;P0578;2000;88.72728226;alto;90.82;alto;15;15;recent;15;15
P0576;-23.13083;-55.22092;AM32;Fish_Cerrado_MS;11;33;P0576;2000;88.72728226;alto;93.81;alto;15;15;recent;15;15
P0597;-23.04361;-55.18116;AM53;Fish_Cerrado_MS;3;33;P0597;2000;88.72728226;alto;93.91;alto;15;15;recent;15;15
P0549;-23.14588;-55.17215;AM4;Fish_Cerrado_MS;9;33;P0549;2000;88.72728226;alto;94.4;alto;15;15;recent;15;15
P0577;-23.10379;-55.17038;AM33;Fish_Cerrado_MS;2;33;P0577;2000;88.72728226;alto;95.21;alto;15;15;recent;15;15
P1242;-20.103306;-49.923278;057TUG;Fish_MAtlantica_SP;10;74;P1242;2005;89.36047363;alto;82.36;alto;20;20;old;20;20
P1244;-20.109972;-49.823472;059TUG;Fish_MAtlantica_SP;20;74;P1244;2005;89.36047363;alto;86.97;alto;20;20;old;20;20
P1243;-20.190917;-49.86775;058TUG;Fish_MAtlantica_SP;12;74;P1243;2005;89.36047363;alto;88.24;alto;20;20;old;20;20
P1250;-20.094889;-49.672861;065TUG;Fish_MAtlantica_SP;11;74;P1250;2005;89.36047363;alto;99.22;alto;20;20;old;20;20
P1233;-20.142444;-50.379861;048TUG;Fish_MAtlantica_SP;13;71;P1233;2005;89.63892586;alto;77.18;alto;20;20;old;20;20
P1230;-20.155;-50.437556;045TUG;Fish_MAtlantica_SP;10;71;P1230;2005;89.63892586;alto;81.8;alto;20;20;old;20;20
P1228;-19.97275;-50.447278;043TUG;Fish_MAtlantica_SP;5;71;P1228;2005;89.63892586;alto;86.06;alto;20;20;old;20;20
P1221;-20.288806;-49.925417;036TUG;Fish_MAtlantica_SP;9;73;P1221;2005;90.0972692;alto;96.04;alto;20;20;old;20;20
P1222;-20.204444;-49.96025;037TUG;Fish_MAtlantica_SP;9;73;P1222;2005;90.0972692;alto;97.06;alto;20;20;old;20;20
P1264;-20.720167;-49.223333;079TUG;Fish_MAtlantica_SP;9;63;P1264;2005;90.34747033;alto;95.2;alto;20;20;old;20;20
P1265;-20.694639;-49.08175;080TUG;Fish_MAtlantica_SP;11;63;P1265;2005;90.34747033;alto;97.61;alto;20;20;old;20;20
P1271;-20.852556;-49.2345;086TUG;Fish_MAtlantica_SP;12;63;P1271;2005;90.34747033;alto;98.22;alto;20;20;old;20;20
P0830;-22.26527;-53.835482;DaMata;fish_Cerrado_MS3;17;43;P0830;2016;90.46069514;alto;49.645861;baixo;31;31;old;31;31
P0904;-22.19177;-53.64944;Cor_Sao_Joao;fish_Cerrado_MS3;11;43;P0904;2016;90.46069514;alto;91.81694943;alto;31;31;old;31;31
P0745;-22.238167;-53.9495;Pt76;fish_Cerrado_MS3;7;43;P0745;2016;90.46069514;alto;94.26855895;alto;31;31;old;31;31
P0896;-22.21137;-53.90292;Nasc_Piraveve;fish_Cerrado_MS3;17;43;P0896;2016;90.46069514;alto;95.14138241;alto;31;31;old;31;31
P0905;-22.13218;-53.99947;nasc_pira;fish_Cerrado_MS3;8;43;P0905;2016;90.46069514;alto;95.31323599;alto;31;31;old;31;31
P0891;-22.30312;-53.80622;Cor_Franco;fish_Cerrado_MS3;15;43;P0891;2016;90.46069514;alto;95.91616965;alto;31;31;old;31;31
P0897;-22.20297;-53.92812;Afl_Piraveve;fish_Cerrado_MS3;7;43;P0897;2016;90.46069514;alto;96.09261939;alto;31;31;old;31;31
P0895;-22.29321;-53.76251;Cor_Caloda_J;fish_Cerrado_MS3;8;43;P0895;2016;90.46069514;alto;97.03571429;alto;31;31;old;31;31
P0687;-22.223028;-53.750889;Pt14;fish_Cerrado_MS3;8;43;P0687;2016;90.46069514;alto;97.18446602;alto;31;31;old;31;31
P1261;-20.702028;-49.406083;076TUG;Fish_MAtlantica_SP;3;65;P1261;2005;90.59562285;alto;82.67;alto;20;20;old;20;20
P1263;-20.689944;-49.451139;078TUG;Fish_MAtlantica_SP;8;65;P1263;2005;90.59562285;alto;86.5;alto;20;20;old;20;20
P1262;-20.584917;-49.450139;077TUG;Fish_MAtlantica_SP;12;65;P1262;2005;90.59562285;alto;98.21;alto;20;20;old;20;20
P1187;-20.779167;-49.581167;002IBISJD;Fish_MAtlantica_SP;13;66;P1187;2005;91.22955688;alto;81.13;alto;20;20;old;20;20
P1191;-20.687917;-49.884917;006IBISJD;Fish_MAtlantica_SP;10;66;P1191;2005;91.22955688;alto;90.15;alto;20;20;old;20;20
P1190;-20.717361;-49.811528;005IBISJD;Fish_MAtlantica_SP;6;66;P1190;2005;91.22955688;alto;91.85;alto;20;20;old;20;20
P1186;-20.822333;-49.563056;001IBISJD;Fish_MAtlantica_SP;14;66;P1186;2005;91.22955688;alto;95.21;alto;20;20;old;20;20
P1188;-20.714722;-49.71;003IBISJD;Fish_MAtlantica_SP;9;66;P1188;2005;91.22955688;alto;98.38;alto;20;20;old;20;20
P1210;-20.597083;-50.758111;025IBISJD;Fish_MAtlantica_SP;8;69;P1210;2005;92.04492407;alto;84.36;alto;20;20;old;20;20
P1218;-20.431583;-50.813972;033IBISJD;Fish_MAtlantica_SP;7;69;P1218;2005;92.04492407;alto;89.99;alto;20;20;old;20;20
P1219;-20.518917;-50.926972;034IBISJD;Fish_MAtlantica_SP;21;69;P1219;2005;92.04492407;alto;93.22;alto;20;20;old;20;20
P1211;-20.524667;-51.049;026IBISJD;Fish_MAtlantica_SP;9;69;P1211;2005;92.04492407;alto;97.52;alto;20;20;old;20;20
P0721;-22.270111;-54.270278;Pt49;fish_Cerrado_MS3;5;41;P0721;2016;92.34692954;alto;88.45437616;alto;31;31;old;31;31
P0722;-22.185083;-54.316972;Pt50;fish_Cerrado_MS3;4;41;P0722;2016;92.34692954;alto;92.38465983;alto;31;31;old;31;31
P0742;-22.487917;-54.351694;Pt73;fish_Cerrado_MS3;5;41;P0742;2016;92.34692954;alto;93.87019231;alto;31;31;old;31;31
P0825;-22.290982;-54.562171;Picada;fish_Cerrado_MS3;8;41;P0825;2016;92.34692954;alto;93.98746573;alto;31;31;old;31;31
P0737;-22.422111;-54.278222;Pt68;fish_Cerrado_MS3;14;41;P0737;2016;92.34692954;alto;94.79914947;alto;31;31;old;31;31
P0889;-22.2894;-54.31873;Afl_R_Dourados;fish_Cerrado_MS3;11;41;P0889;2016;92.34692954;alto;95.31972482;alto;31;31;old;31;31
P0890;-22.28602;-54.17278;Cor_Dez;fish_Cerrado_MS3;11;41;P0890;2016;92.34692954;alto;97.62570211;alto;31;31;old;31;31
P0691;-22.316444;-54.185167;Pt18;fish_Cerrado_MS3;3;41;P0691;2016;92.34692954;alto;99.56455476;alto;31;31;old;31;31
P0753;-22.648778;-54.242361;Pt84;fish_Cerrado_MS3;6;30;P0753;2016;92.49979746;alto;89.52994205;alto;31;31;old;31;31
P0798;-22.581472;-54.328361;G2;fish_Cerrado_MS3;13;30;P0798;2016;92.49979746;alto;97.36624247;alto;31;31;old;31;31
P0799;-22.603417;-54.340778;G3;fish_Cerrado_MS3;14;30;P0799;2016;92.49979746;alto;97.42246438;alto;31;31;old;31;31
P0739;-22.145222;-54.140056;Pt70;fish_Cerrado_MS3;8;44;P0739;2016;93.70910585;alto;91.81497392;alto;31;31;old;31;31
P0738;-22.180389;-54.109972;Pt69;fish_Cerrado_MS3;10;44;P0738;2016;93.70910585;alto;92.41133455;alto;31;31;old;31;31
P0740;-22.170194;-54.136111;Pt71;fish_Cerrado_MS3;10;44;P0740;2016;93.70910585;alto;93.51460222;alto;31;31;old;31;31
P0705;-22.232833;-54.149056;Pt32;fish_Cerrado_MS3;12;44;P0705;2016;93.70910585;alto;96.92329505;alto;31;31;old;31;31
P0903;-22.2453;-54.05251;nasc_iretan;fish_Cerrado_MS3;10;44;P0903;2016;93.70910585;alto;98.55317351;alto;31;31;old;31;31
P0812;-22.095546;-54.552002;LD4;fish_Cerrado_MS3;21;39;P0812;2016;93.93028854;alto;92.59259259;alto;31;31;old;31;31
P0810;-22.198569;-54.690304;LD2;fish_Cerrado_MS3;10;39;P0810;2016;93.93028854;alto;94.95067676;alto;31;31;old;31;31
P0783;-22.129694;-54.579278;Pt114;fish_Cerrado_MS3;21;39;P0783;2016;93.93028854;alto;96.00498505;alto;31;31;old;31;31
P1089;-23.328953;-51.890558;AQU1;Fish_MAtlantica_PR2;17;21;P1089;2008;95.01412953;alto;98.01801802;alto;15;23;old;23;23
P1110;-23.359442;-51.914231;ROS1;Fish_MAtlantica_PR2;9;21;P1110;2008;95.01412953;alto;98.81018262;alto;15;23;old;23;23
P0556;-22.64717;-54.82694;AM11;Fish_Cerrado_MS;3;31;P0556;2000;95.9368264;alto;97.68;alto;15;15;recent;15;15
P0569;-22.73446;-54.71685;AM25;Fish_Cerrado_MS;6;31;P0569;2000;95.9368264;alto;98.42;alto;15;15;recent;15;15
