ID_Point,Latitude,Longitude,Name,Description,Icon,%Deforestation,Acanthodoras_cataphractus,Acaronia_nassa,Acestrorhynchus_falcatus,Aequidens_epae,Aequidens_tetramerus,Ancistrus_sp_bola,Ancistrus_sp_dois_bigodes,Apistogramma_aff_regani,Apistogramma_agassizii,Apistogramma_caetei,Apistogramma_taeniata,Apteronotus_albifrons,Astyanax_cf_bimaculatus,Astyanax_maculisquamis,Bario_steindachneri,Batrochoglanis_raninus,Brachyhypopomus_beebei,Brachyhypopomus_brevirostris,Brachyglanis_microphthalmus,Brachyhypopomus_sp_electropomus,Brachyhypopomus_sp_regani,Brachyhypopomus_sp_royeroi,Bryconops_caudomaculatus,Bryconops_melanurus,Bunocephalus_cf_amaurus,Bunocephalus_coracoideus,Callichthys_callichthys,Characidium_aff_pteroides,Characidium_cf_etheostoma,Charax_leticiae,Cichla_kelberi,Copella_arnoldi,Copella_nigrofasciata,Copella_sp_pyrr_,Corydoras_julii,Corydoras_sp_C24,Crenicichla_aff_lepidota,Crenicichla_aff_menezesi,Creagrutus_ignotus,Crenicichla_inpa,Crenicichla_johanna,Crenuchus_spilurus,Crenicichla_strigata,Curimatopsis_macrolepis,Cyphocharax_gouldingi,Denticetopsis_seducta,Eigenmannia_aff_trilineata,Erythrinus_erythrinus,Farlowella_platorynchus,Farlowella_schreitmuelleri,Gasteropelecus_sternicla,Geophagus_altifrons,Gladioglanis_conquistador,Gymnotus_carapo,Gymnotus_coropinae,Gymnorhamphichthys_petiti,Gymnocorymbus_thayeri,Helogenes_marmoratus,Hemiodontichthys_acipenserinus,Hemigrammus_bellottii,Hemigrammus_guyanensis,Hemigrammus_levis,Hemigrammus_ocellifer,Hemigrammus_rhodostomus,Hemigrammus_rodwayi,Hemigrammus_sp_geisleri,Hemigrammus_sp_prata,Hemigrammus_stictus,Hemigrammus_vorderwinkleri,Heros_notatus,Hoplias_curupira,Hoplias_malabaricus,Hoplerythrinus_unitaeniatus,Hypostomus_cf_cochliodon,Hyphessobrycon_copelandi,Hyphessobrycon_heterorhabdus,Hypopygus_lepturus,Hyphessobrycon_sp_túlio,Hypselecara_temporalis,Iguanodectes_rachovii,Iguanodectes_variatus,Imparfinis_sp_linha_continua,Imparfinis_stictonotus,Ituglanis_amazonicus,Jupiaba_anteroides,Knodus_cf_victoriae,Knodus_savannensis,Knodus_spn_anal_longa,Laetacara_curviceps,Leporinus_friderici,Mastiglanis_asopos,Megalechis_picta,Melanocharacidium_dispilomma,Mesonauta_festivus,Microsternarchus_bilineatus,Microschemobrycon_geisleri,Microcharacidium_weitzmani,Moenkhausia_celibela,Moenkhausia_collettii,Moenkhausia_conspicua,Moenkhausia_comma,Moenkhausia_oligolepis,Moenkhausia_sp_lepidura_curta,Myloplus_rubripinnis,Nannostomus_beckfordi,Nannostomus_eques,Nannostomus_marginatus,Nannostomus_nitidus,Nannacara_taenia,Nannostomus_trifasciatus,Otocinclus_hoppei,Parotocinclus_sp,Parotocinclus_sp_bicudinho,Phenacogaster_cf_pectinatus,Phenacogaster_cf_wayana,Pimelodella_sp_serra_forte,Pimelodella_sp_sem_serra,Poptella_brevispina,Poptella_compressa,Potamorrhaphis_eigenmanni,Pristella_maxillaris,Pyrrhulina_aff_brevis,Pyrrhulina_zigzag,Rhamphichthys_marmoratus,Rhamdia_muelleri,Rhamdia_quelen,Rineloricaria_sp_2_madeira_,Rivulus_cf urophthalmus,Rivulus_dibaphus,Satanoperca_jurupari,Serrapinnus_aff_piaba,Serrasalmus_rhombeus,Serrasalmus_sp_robertsoni,Steindachnerina_amazonica,Steatogenys_duidae,Sternopygus_macrurus,Synbranchus_madeirae,Synbranchus_sp_pintado,Tatia_aff_dunni,Tatia_intermedia,Tetranematichthys_wallacei,Tometes_sp,Trachelyopterus_galeatus,Trichomycterus_hasemani
P0079,-3.193333,-47.541055,igarapé32,fish_Amazonia_PA,157,18.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,15,0,0,10,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0080,-3.19263,-47.529274,igarapé33,fish_Amazonia_PA,157,14.81,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0081,-3.253212,-48.059634,igarapé34,fish_Amazonia_PA,157,5.08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P0082,-3.290455,-48.029239,igarapé35,fish_Amazonia_PA,157,0.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P0083,-3.006881,-47.079855,igarapé36,fish_Amazonia_PA,157,53.25,6,0,0,0,4,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,3,0,27,0,0,0,0,0,0,4,10,0,0,0,0,0,1,0,20,0,211,2,0,0,0,0,0,2,0,0,2,0,34,0,0,0,0,0,5,22,0,0,0,0,0,1,0,0,0,0,0,4,36,0,40,0,0,13,0,0,94,0,0,0,0,0,0,0,0,3,0,76,0,0,0,0,6,0,0,0,0,1,26,1,0,1,180,0,0,0,0,2,1,0,0,0,0,0,0,0
P0084,-2.954856,-46.746688,igarapé37,fish_Amazonia_PA,157,15.78,0,0,2,0,7,18,0,0,0,19,0,0,1,0,0,2,0,0,0,0,0,0,17,14,2,0,0,0,53,0,0,0,0,0,8,3,0,9,0,0,0,0,0,0,1,0,3,0,0,8,10,0,0,0,1,0,0,0,0,0,15,0,0,0,87,128,0,0,0,0,0,4,0,0,3,1,3,0,0,0,0,11,13,15,0,13,0,0,0,0,0,0,0,0,0,0,12,0,30,0,0,17,0,0,51,0,0,0,0,0,3,0,0,17,0,3,0,3,0,0,0,0,0,0,0,0,47,5,0,0,11,0,0,1,0,0,3,0,0,0,0,0,3,0
P0085,-2.912152,-46.941523,igarapé38,fish_Amazonia_PA,157,76.16,0,0,0,0,4,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,10,0,0,30,0,0,7,0,0,1,0,0,0,0,0,0,0
P0086,-3.021663,-46.949053,igarapé39,fish_Amazonia_PA,157,24.43,0,0,5,0,5,5,0,0,0,43,0,0,3,0,0,5,0,0,0,0,0,0,0,60,0,0,0,0,84,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,10,0,0,16,0,5,0,12,0,0,0,0,1,0,1,0,0,0,465,311,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,3,5,0,65,0,0,0,0,0,0,0,0,0,2,1,0,37,0,0,8,0,0,37,0,0,0,0,0,0,0,0,4,0,8,0,1,0,0,0,1,0,0,0,0,28,0,0,14,109,1,0,5,0,11,0,0,0,0,0,0,4,0
P0087,-3.086545,-46.969354,igarapé40,fish_Amazonia_PA,157,0.31,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
P0088,-3.192067,-47.017891,igarapé41,fish_Amazonia_PA,157,0,0,0,0,0,16,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
P0089,-3.282473,-47.584629,igarapé42,fish_Amazonia_PA,157,13.84,1,0,1,0,13,0,0,16,2,0,0,0,0,0,0,1,0,4,0,0,0,1,1,18,0,0,0,0,3,0,0,14,0,0,0,0,0,20,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,5,0,9,0,0,0,0,28,0,0,0,0,0,0,1,1,0,0,0,0,15,4,0,0,24,0,0,0,20,1,0,0,0,0,2,0,1,0,0,0,0,8,0,94,0,4,4,0,0,2,1,0,0,3,31,0,0,0,2,0,5,0,0,0,1,0,10,0,0,0,2,3,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0090,-2.757348,-47.790534,igarapé43,fish_Amazonia_PA,157,54.79,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,3,0,4,0,0,0,56,15,5,120,0,1,0,0,0,0,5,0,0,0,14,6,0,0,11,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,16,0,1,3,36,0,0,0,0,50,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0091,-3.28516,-47.516689,igarapé44,fish_Amazonia_PA,157,45.83,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,26,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,2,1,0,17,0,0,0,0,3,0,7,0,0,0,0,0,8,0,0,46,0,4,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,6,0,149,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,8,14,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
P0092,-3.008048,-47.158294,igarapé45,fish_Amazonia_PA,157,19.21,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,4,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0093,-3.669697,-48.514682,igarapé46,fish_Amazonia_PA,157,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,39,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P0094,-3.734168,-48.423867,igarapé47,fish_Amazonia_PA,157,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,77,0,0,0,3,0,1,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P0095,-3.731994,-48.284658,igarapé48,fish_Amazonia_PA,157,0.59,0,0,0,0,1,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0096,-3.084704,-47.117616,igarapé49,fish_Amazonia_PA,157,18.16,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,4,0,0,14,0,0,103,0,0,0,191,0,0,0,0,0,0,2,0,0,0,21,3,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,48,0,7,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0097,-3.539783,-48.820705,igarapé50,fish_Amazonia_PA,157,0.58,0,0,0,0,3,0,0,5,11,0,0,0,0,0,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,2,0,0,0,0,5,0,3,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
P0098,-3.068438,-47.118609,igarapé51,fish_Amazonia_PA,157,10.08,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,4,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0099,-2.689134,-54.499384,igarapé52,fish_Amazonia_PA,157,98.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0100,-2.730634,-54.492662,igarapé53,fish_Amazonia_PA,157,26.99,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0101,-2.734218,-54.594107,igarapé54,fish_Amazonia_PA,157,49.07,0,0,0,17,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,74,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
P0102,-2.737495,-54.832469,igarapé55,fish_Amazonia_PA,157,39.01,2,0,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,15,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0103,-2.836301,-54.465884,igarapé56,fish_Amazonia_PA,157,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0104,-2.82119,-54.456773,igarapé57,fish_Amazonia_PA,157,18.45,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0105,-2.845551,-54.993387,igarapé58,fish_Amazonia_PA,157,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0106,-2.845829,-55.007498,igarapé59,fish_Amazonia_PA,157,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0107,-2.841301,-55.006581,igarapé60,fish_Amazonia_PA,157,0.41,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0108,-2.874302,-54.830025,igarapé61,fish_Amazonia_PA,157,24.1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,9,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
P0109,-2.859468,-54.790886,igarapé62,fish_Amazonia_PA,157,40.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0110,-2.944135,-54.739108,igarapé63,fish_Amazonia_PA,157,1.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0111,-2.996719,-54.880581,igarapé64,fish_Amazonia_PA,157,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0112,-3.039774,-54.91472,igarapé65,fish_Amazonia_PA,157,9.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,0,11,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
P0113,-3.02558,-54.882136,igarapé66,fish_Amazonia_PA,157,64.13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,39,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0114,-3.042469,-55.020832,igarapé67,fish_Amazonia_PA,157,0.16,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
